Linear_Index,freq_key,freq_label,age_key,age_label,sex_key,sex_label,icd10_key,icd10_label,isced97_key,isced97_label,geo_key,geo_label,time_key,time_label,Value,Status_Code,Status_Label
3289,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",MT,Malta,2008,2008,4.2,u,low reliability
3291,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",PL,Poland,2008,2008,2.4,,
3292,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",RO,Romania,2008,2008,0.8,,
3293,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",SI,Slovenia,2008,2008,8.4,u,low reliability
3295,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2008,2008,1.7,,
3306,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2008,2008,2,,
3296,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2008,2008,3,,
3297,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2008,2008,0.8,,
3302,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2008,2008,0.7,,
3298,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2008,2008,1,,
3301,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),ES,Spain,2008,2008,0.9,,
3304,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),HU,Hungary,2008,2008,1.6,,
3303,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),LV,Latvia,2008,2008,1.6,,
3305,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),MT,Malta,2008,2008,1.3,,
3307,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),PL,Poland,2008,2008,1.3,,
3308,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),RO,Romania,2008,2008,0.2,,
3309,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SI,Slovenia,2008,2008,3.4,,
3310,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SK,Slovakia,2008,2008,1.1,,
3311,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),TR,Türkiye,2008,2008,3.4,,
3322,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED5_6,First and second stage of tertiary education (levels 5 and 6),AT,Austria,2008,2008,3.6,,
3312,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED5_6,First and second stage of tertiary education (levels 5 and 6),BE,Belgium,2008,2008,1.6,,
3318,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED5_6,First and second stage of tertiary education (levels 5 and 6),CY,Cyprus,2008,2008,0.9,,
3316,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED5_6,First and second stage of tertiary education (levels 5 and 6),EL,Greece,2008,2008,0.9,,
3317,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED5_6,First and second stage of tertiary education (levels 5 and 6),ES,Spain,2008,2008,1.7,,
3320,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED5_6,First and second stage of tertiary education (levels 5 and 6),HU,Hungary,2008,2008,2.4,,
3319,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED5_6,First and second stage of tertiary education (levels 5 and 6),LV,Latvia,2008,2008,3.6,,
3323,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED5_6,First and second stage of tertiary education (levels 5 and 6),PL,Poland,2008,2008,1.3,,
3324,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED5_6,First and second stage of tertiary education (levels 5 and 6),RO,Romania,2008,2008,0.7,,
3325,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED5_6,First and second stage of tertiary education (levels 5 and 6),SI,Slovenia,2008,2008,2.4,u,low reliability
3327,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,ED5_6,First and second stage of tertiary education (levels 5 and 6),TR,Türkiye,2008,2008,1.3,,
3274,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,AT,Austria,2008,2008,2.5,,
3264,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,BE,Belgium,2008,2008,2.6,,
3265,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,BG,Bulgaria,2008,2008,0.8,,
3270,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,CY,Cyprus,2008,2008,1.5,,
3266,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,CZ,Czechia,2008,2008,0.8,,
3268,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,EL,Greece,2008,2008,0.7,,
3269,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,ES,Spain,2008,2008,1.9,,
3272,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,HU,Hungary,2008,2008,2.2,,
3271,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,LV,Latvia,2008,2008,1.8,,
3273,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,MT,Malta,2008,2008,1.3,,
3275,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,PL,Poland,2008,2008,1.4,,
3276,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,RO,Romania,2008,2008,0.3,,
3277,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,SI,Slovenia,2008,2008,3.9,,
3278,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,SK,Slovakia,2008,2008,0.9,,
3279,A,Annual,Y35-44,From 35 to 44 years,M,Males,F32_F33,Depressive disorders,TOTAL,All ISCED 1997 levels,TR,Türkiye,2008,2008,2,,
3354,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",AT,Austria,2008,2008,3.8,,
3344,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2008,2008,3.9,,
3345,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2008,2008,5,,
3350,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2008,2008,8,,
3348,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",EL,Greece,2008,2008,7.5,,
3349,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",ES,Spain,2008,2008,3.8,,
3352,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",HU,Hungary,2008,2008,17.5,,
3351,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",LV,Latvia,2008,2008,3.7,,
3353,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",MT,Malta,2008,2008,4.2,u,low reliability
3355,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",PL,Poland,2008,2008,8,,
3356,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",RO,Romania,2008,2008,1.3,,
3357,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",SI,Slovenia,2008,2008,4.6,u,low reliability
3359,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2008,2008,2.2,,
3370,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2008,2008,4,,
3360,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2008,2008,4.4,,
3361,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BG,Bulgaria,2008,2008,6.9,,
3366,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CY,Cyprus,2008,2008,5.6,,
3362,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2008,2008,10.2,,
3364,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),EL,Greece,2008,2008,3.9,,
3365,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),ES,Spain,2008,2008,1.1,,
3368,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),HU,Hungary,2008,2008,15.2,,
3367,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),LV,Latvia,2008,2008,3.2,,
3369,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),MT,Malta,2008,2008,4.6,,
3371,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),PL,Poland,2008,2008,7.1,,
3372,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),RO,Romania,2008,2008,2.7,,
3373,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SI,Slovenia,2008,2008,10.5,,
3374,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SK,Slovakia,2008,2008,9.1,,
3375,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),TR,Türkiye,2008,2008,1,,
3386,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),AT,Austria,2008,2008,3.4,,
3376,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),BE,Belgium,2008,2008,4.6,,
3377,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),BG,Bulgaria,2008,2008,13.3,,
3382,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),CY,Cyprus,2008,2008,3.3,,
3380,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),EL,Greece,2008,2008,4.2,,
3381,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),ES,Spain,2008,2008,2.5,,
3384,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),HU,Hungary,2008,2008,6.7,,
3383,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),LV,Latvia,2008,2008,4.7,,
3385,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),MT,Malta,2008,2008,2.2,u,low reliability
3387,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),PL,Poland,2008,2008,6.9,,
3388,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),RO,Romania,2008,2008,1.4,,
3390,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),SK,Slovakia,2008,2008,10.5,,
3391,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,ED5_6,First and second stage of tertiary education (levels 5 and 6),TR,Türkiye,2008,2008,4.8,,
3338,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,AT,Austria,2008,2008,3.8,,
3328,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,BE,Belgium,2008,2008,4.7,,
3329,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,BG,Bulgaria,2008,2008,7.7,,
3334,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,CY,Cyprus,2008,2008,5.4,,
3330,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,CZ,Czechia,2008,2008,9.4,,
3332,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,EL,Greece,2008,2008,4.9,,
3333,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,ES,Spain,2008,2008,2.7,,
3336,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,HU,Hungary,2008,2008,14.2,,
3335,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,LV,Latvia,2008,2008,3.6,,
3337,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,MT,Malta,2008,2008,4,,
3339,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,PL,Poland,2008,2008,7.1,,
3340,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,RO,Romania,2008,2008,2.4,,
3341,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,SI,Slovenia,2008,2008,7.7,,
3342,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,SK,Slovakia,2008,2008,9.1,,
3343,A,Annual,Y35-44,From 35 to 44 years,M,Males,I10-I15,Hypertensive diseases,TOTAL,All ISCED 1997 levels,TR,Türkiye,2008,2008,2.3,,
3418,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",AT,Austria,2008,2008,1.8,,
3408,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",BE,Belgium,2008,2008,0.5,,
3409,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",BG,Bulgaria,2008,2008,2,,
3414,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",CY,Cyprus,2008,2008,1.3,,
3413,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",ES,Spain,2008,2008,1.1,,
3416,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",HU,Hungary,2008,2008,5.4,,
3415,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",LV,Latvia,2008,2008,1.2,,
3419,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",PL,Poland,2008,2008,1.5,,
3420,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",RO,Romania,2008,2008,0.5,,
3421,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",SI,Slovenia,2008,2008,4.0,u,low reliability
3423,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED0-2,"Pre-primary, primary and lower secondary education (levels 0-2)",TR,Türkiye,2008,2008,1.5,,
3434,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),AT,Austria,2008,2008,0.7,,
3424,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),BE,Belgium,2008,2008,0.8,,
3426,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),CZ,Czechia,2008,2008,0.7,,
3428,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),EL,Greece,2008,2008,0.2,,
3429,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),ES,Spain,2008,2008,0.4,,
3432,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),HU,Hungary,2008,2008,0.5,,
3431,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),LV,Latvia,2008,2008,1,,
3433,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),MT,Malta,2008,2008,0.7,,
3435,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),PL,Poland,2008,2008,1.4,,
3436,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),RO,Romania,2008,2008,0.9,,
3437,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SI,Slovenia,2008,2008,0.8,,
3438,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),SK,Slovakia,2008,2008,0.9,,
3439,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),TR,Türkiye,2008,2008,2.4,,
3450,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),AT,Austria,2008,2008,0.8,,
3440,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),BE,Belgium,2008,2008,1.5,,
3441,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),BG,Bulgaria,2008,2008,1.8,,
3445,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),ES,Spain,2008,2008,1.2,,
3447,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),LV,Latvia,2008,2008,1.7,,
3451,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),PL,Poland,2008,2008,0.9,,
3454,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",ED5_6,First and second stage of tertiary education (levels 5 and 6),SK,Slovakia,2008,2008,4.3,,
3402,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,AT,Austria,2008,2008,0.8,,
3392,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,BE,Belgium,2008,2008,1,,
3393,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,BG,Bulgaria,2008,2008,0.7,,
3398,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,CY,Cyprus,2008,2008,0.3,,
3394,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,CZ,Czechia,2008,2008,0.6,,
3396,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,EL,Greece,2008,2008,0.1,,
3397,A,Annual,Y35-44,From 35 to 44 years,M,Males,J41-J44,"Chronic bronchitis, emphysema, other chronic obstructive pulmonary disease",TOTAL,All ISCED 1997 levels,ES,Spain,2008,2008,0.9,,
